review_body,review_date 
Had a fantastic stay. I visit regularly for stays and this hotel is very relaxed and enjoyable to stay in. Staff is very polite and helpful. Specially Devender at the reception counter. No uneccessary hassles. Loved it.- Kumar Parashar,"August 30, 2018"
"This is my second time to stay in Crowne Plaza and in both occassions, their Service is topnotch and consistent. They even knew who I had breakfast with the previous days and suggested a table that will fit all of us even if I came down on my own.Requests were provided in a timely manner and done with a smile. I hope they keep it up.","August 30, 2018"
"Been here many a times but trust me every single time dey had ensured dat all my needs have been looked after.... Location can be a setback.. But thw services and food really makes u feel spl and does the magic of not thinking bout ""strategically placed"" hotel... Have seen the hotel changing hands too.. But the way IHG has been handling the people is far better than thr counterparts...Buffet was almost perfect... Good selection of items less of repetitive.. Attention was given to every single table inspite being a full house.. Kudos to the team for that.. Few gems really stand apart mohan ratan nitin... Man u guys rock.. U were like the avengers of the fnbworld... Great job wud love to come again... This place really needs a good fine dine place to complete the feel..","August 29, 2018"
Great facility and equipments. Good guidance from gym trainer bhagwaandas ..Great hotel highly recommended.Good food breakfast and in room dining ..Good view with swimming pool..very friendly staff..,"August 29, 2018"
This hotel is like a 7 star because there is very nice staff Especially Devender Yadav I’m a regular guest for this hotel last 2-3 year my experience is this hotel very nice service especially Devender at front desk he is taken my check in and check out and always smiling he front face for smiley all time and greeted all guest so Thank Devender I’m coming back again this place.,"August 29, 2018"
Bhagwan das is a very good person he trains so well his gauidlence are aslo very good beside gym there is swimming pool also the atmosphere of the gym is also very nice although i prefer bhagwan das as a certified trainer,"August 29, 2018"
"Hello..i'm Aishwarya -a member of the gym and pool in this property.I would particularly mention about Rahul, he is a great swimming coach and motivator. He has that knack of pushing you to do better and achieve your target. It's an absolute bliss to have a trainer like Rahul.I would also want to add a few words about Lata. She takes special interest amd understands the fitness goals of every member and makes a plan and helps us execute. She's an absolute star. An excellent gym trainer. I highly recommend.","August 28, 2018"
The hotel is good. The service is excellent and especially worth mentioning is Mr Ratan from the Infinity Restaurant who has gone to extreme lengths to take excellent care of the guests.Many hotels can learn from the excellent service provided by this hotel,"August 27, 2018"
"I stayed with my fiancée in hotel. the most we enjoyed in swimming pool, room is well cleaned providing everything, in pool you get food also swimming eating swimming. And specially thanks for bhagwan das(gym trainer). Uploading photo with trainer.","August 27, 2018"
the gym is very good...spacious and has all the equipments with a good gym trainer...Bhagwan Das is too good as a trainer.A must visit place to enjoy and relax....food is good too and the overall ambience is nice.,"August 25, 2018"
We stayed at Crowne Plaza for two days and we found the hotel amazing. The gym is fully equipped and Rahul and Satya are extremely good teachers. We had a great work out since they were both prepared and caring.,"August 25, 2018"
"Always a pleasure to stay here for all my business trip. Great staff all around. Swimming pool is so well maintained and water is crystal clear, and better for a healthy hygiene swimming. Gym instructor Bhagwan Das is so good at his training stuff and also a trained lifeguard for guests safety purposes. Gym has all equipments for a proper training session.","August 24, 2018"
"Hi,Gym is good. And trainer Bhagwan has been really helpfull. Although relatively dmall gym but enjoyed my workout.Among better and ckeaner hotels in Dubai. Location not far from centre of delhi. Have been to many hotels in delhi but now would prefer to stay here.","August 24, 2018"
"This hotel has gone from good to average to terrible. They run a membership scam called crystal club which is apparently not by IHG. Scam you into fake privileges, don't give membership benefits like room booking or beverages and say these are their internal rules which of course customers are not told or aware of. No escalation works, staff is inconsiderate and helpless. don't be fooled by crystal club scam.","August 24, 2018"
"The stay was fantastic with very good facilities. Great gym with helpful trainers like Bhagwan Das, nice swimming pool. Kids enjoyed the stay with beautiful reception and large variety of food items..","August 23, 2018"
"Crowne Plaza is a vertical wonder with fourteen floors worth of luxury.The check-in process was smooth though we reached the hotel late evening. We were taken to our room as the staff willingly took care of our 6-8 shopping bags that we had just invested our time and money in.The rooms are luxurious with every amenities that you could ask for, available for you. The washroom includes a bathtub, rain-shower but the toilet is proper American Style so only tissues available.The view of the city from the 14th floor non-smoking room was spectacular. From slippers to umbrellas, everything was available in the cupboard.The mini-bar was stuffed though I did not even touch it after seeing the exuberant prices of the drinks and snacks.The swimming pool on the third floor was a delight. It is well maintained and faces the gym.Finally, the buffet breakfast spread was a luxurious affair. The options are enough to fill you even till after lunch hours.In totality, Crowne Plaza was a great experience for me and I couldn't find any area where I would want to make a complain or crib.Yes, the place is a bit costly but the service and the amenities make it worth the money.","August 20, 2018"
"It's a good hotel located conveniently near to noida and akshardham. Nice pool with a view of metro and well equipped gym. Rooms are large and well appointed and room service is prompt. Courteous staff, especially Bhagwan Das is a nice and helpful instructor. ","August 19, 2018"
"We stayed in this hotel for one night, basically to see the famous Swaminarayan Akshardham Temple near Mayur Vihar. Very affordable and clean hotel. Good service in their restaurant. Chef Sohail Ahmed was exceptionally kind and catered to our special food requests, for dinner, with a warm smile. This hotel is very close to Metro lines (na done can hear the noise of Metro trains rumbling zipping past the hotel. Great views from hotel Windows.Very good Gym. Had a good workout (we cleaned the treadmills and the other equipment we used, ourselves, both before and after the use - to maintain basic hygiene, a little detail seemed to be missing here).Overall good value for money. ","August 17, 2018"
"Sauna and steam room is rejuvenating.Helps recover from all the stress and keeps us healthy. Bhagwan Das is helpful. Swimming pool facility is also pretty good. I have not used the gym, but planning to use it in the next trip.","August 16, 2018"
"Really nice on all accounts, service and amenities are excellent. Hotel staff is well trained and efficient. Very consumer friendly and they take care of all your need. Restaurant food is amazing and delicious. Must visit.","August 16, 2018"
I stayed along with my family for almost 2 weeks during setting up of home. The hospitality extended is unparallel.staff were so courteous and caring. I had misplaced my bag outside the gate and once noticed I called the reception. Immediately they arranged to trace and keep it safely. The buffet is a huge tastey spread to choose from.They are ready to offer you your choice dish if you tell in advance.The entire staff is so polite and smiling that you feel so cared.chef Mr Deepak kept on asking if we wanted any specific dish to be prepared.waiters and captains run around a lot giving personal attention to each table. Rooms are spacious. Very good swimming pool and gym .Really enjoyed a perfect stay.,"August 14, 2018"
This is one of my favorite hotel for Stay at New Delhi. The thing that makes this such a good place to stay are the staff. All of the people are incredibly helpful and generous. Very good business hotel and overall experience. Food quality is amazing and staff make sure you eat it with personal touch.,"August 12, 2018"
This hotel stay mr devendra at front desk very good. Mr mohit waiter very excellent in humour and cocktails. Brrakfast was very good the staff are friendly and quick service. Gym 24/7 and swimming pool,"August 12, 2018"
"Very nice gym and great advisor.Must visit place for gym lovers and very nice view from gym. Bhagvan das is very supportive and enthusiastic trainer, suppoted in doing all the exercises.Great service and ambience.","August 11, 2018"
"Hi, I was first time here and got treated very well. I would love recommend yo all my known for this. Especially gym and swimming pool. I got instructed by gym trainer here named Bhagwaan Das, he was completely Awesome, co-operative and very knowledgeable.","August 11, 2018"
Nicely maintained Pool and Gym. The hotel has far better facilities than holiday inn Mayur Vihar.The Trainer Bhagwan Das was very corporative and gave some free tips as well for gyming. I will definately recomend this hotel than holiday InnRegardsKaran,"August 11, 2018"
"The Crowne Plaza New Delhi Mayur Vihar Noida is located in the business district just 500mts far from the metro station and approximately 25km from the international Airport.I stayed there 3 nights during my last business trip in India and I had and comfortable stay in a pleasant and relaxed atmosphere. Every detail of the hotel was in place. Swimming pool, gym and SPA absolutely amazing!My room was spacious, clean, with a great view and the bed was extremely comfortable.The breakfast/restaurant spread and variety of food offered was also great. I was there with a coeliac colleague and he found a good selection of gluten-free products.Staff was friendly but absolutely professional, from security to reception and restaurant.In the overall an outstanding experience that exceeded my expectations!","August 11, 2018"
"I’m regular for this hotel. Staff is nice, especially Devendra Yadav. Thanks for a very smooth and a pleasant check in and check out every time and lovely support and services in every visit.Will recommend and return again for more.","August 9, 2018"
"This is a descent property . Staff is very friendly to name the people Deepak ( Chef) , Bhagwan(Gym Trainer), Raman( Operations Manager) and rest.Rooms are descent , Food is good overall comfortable to stay.","August 8, 2018"
Mr Devendera lookd aftr my bookng (check n check out) warmng n pleasnt stay............comforatable room neat n clean but food is not so tasty but staff is very coperative n friendly......nice property n mk bookng bia Mr Devendra,"August 8, 2018"
"the hotel is very strategically located at the confluence of DND expressway and Delhi Noida Road. Nicely done and well maintained property. Professional and eager to help staff. Special mention for the ever smiling guy Devendra at the front desk, who very professionally and smilingly handled things for me, right from the check-in to the check-out.","August 8, 2018"
"Crowne Plaza Mayur Vihar, will make you feel at home! Be it hospitality, courtesy, food and best in all is the people around you.The staff is Courteous, caring, supporting and always surrounded by the smiles of all the employees.. not just the receptionists and the waiters, but EVERYONE! They were the most hospitable people who went the extra mile whenever I needed something, specially the Executive Chef Mr. Devas and Mr. Deepak Rawat. Had a dinner last night with my family and the food is in par with any restaurant of this stature. I would love to come back again and recommend to others too.","August 7, 2018"
"Services were excellent, staff was fantastic, special thanks to Mr Devender at concierge for his support at every point.My second visit and a most memorable one. thank you Crowne plaza Mayur Vihar team.","August 7, 2018"
"We enjoyed our stay at Crown Plaza, Mayur Vihar. Hotel staff are very friendly and services were awesome. In particular, we appreciate Virendra Yadav for his excellent services & help. We also loved Mohit’s delicious drinks in the club Lounge.","August 7, 2018"
We had just one day visit but just loved the rooms as we had booked interconnected rooms..Very comfortable stay and kids friendly. Bfast was lavish and catered to our taste buds.. over all a pleasant stay with an amazing ambiance and courteous staff.,"August 6, 2018"
"Lovely room, great view of Delhi! Couldn’t work the in house tv but staff came quickly to sort it out, but no English tv channels. Amazing comfy with bed & pillows! Lovely lunch in the bar. Good food with plenty of choice in the buffet restaurant.Good free WiFi. Everywhere nice & clean.","August 6, 2018"
"So, this was my 6th cake from the restaurant for my niece's birthday on the 28th. The cake was as usual (brilliant), and looked exaclty as i asked. The taste was also the best. Great thanks to chef Prateek and Sohail for such a wonderful cake. Since the day I've ordered my first cake, whatever occasions i have at my home, i make sure that the cake needs to be ordered from here only. Cheers to the team for marvellous food.","August 6, 2018"
We are very Thankful to Mr. Vipul Chugh for making things easy n comfortable for us n our guests too. We really appreciate the services n hospitality. Food was awesome. We would love to be there again,"August 6, 2018"
Nice gym with a good instructor (Bhagwan Das) !! Courteous staff with big spacious rooms. Breakfast had a good spread. Stayed for a day on a business trip. Will visit again. Very close to Noida’s offices. ,"August 6, 2018"
"Concierge - Their concierge staff is the worst and they are liars. They have no regard of people's time. I had booked cab for pickup from my office at 8.15 PM but the cab reached us after 9. They lied to us that the cab is stuck in traffic but there was no traffic on roads. This was the 3rd time that they have sent cab late but given an excuse about traffic. They put me on hold for more than 10 mins and dont even give an update.Restaurant - Good service, the waiters are very friendly and helpful. Breakfast buffet has a good spread with variety. if they have time, the presentation of food is also done well. We love the mocktails made by Sanjay. Ratan is always so helpful and does the best food presentations.Gym - They have an excellent gym with all the amenities with pool view. Their trainer Bhagwan Das is very good and helpful.Housekeeping - Room and bathroom is always clean and tidy. Any food ordered in room is always on time.","August 6, 2018"
"Excellent hotel close to our Noida office and well located on the main road. Room was comfortable, check in was smooth, Dinner at next door holiday Inn (Part of same chain I believe) was superb and next day morning breakfast was the most awesome I have ever had. Only recommendation is that I had bad stomach at night for something I had earlier elsewhere, we called reception and they were not very helpful with simple medicines (pain killers). I guess this is something every hotel could do better (Keep some basic OTC medicine in stock in case any guest wants it).","July 31, 2018"
"Although I met some problems at the beginning of my stay, Its so patiently helped me by two on-site supervisors Amit&Raman. Helped me with the problem. Its very good service. Thank you to the Crowne plaza professional service team. The hotel is very convenient near the subway station. And Breakfast is 100 % in quality.","July 30, 2018"
"The restaurant Infinity is on the ground floor of Crowne Plaza Mayur Vihar. Soft colours, high ceilings, clean lines and no particular regional décor made it indeed a neutral space to enjoy a meal. Also, we found the waiters friendly and accommodating. The starters involving fried shrimps and spring rolls in Indonesian style had fair amount of spices. A very good thing about all the dishes was that they came with a serving of salad and sambal – a hot relish made from a variety of ingredients. This helped to balance the taste, flavour and nutrition in the dish.The main course comprised of pan-seared sole and mee goreng, fried rice with South Asian twist. The fried fish was a piece of beauty. It had been seared to perfection and the crispy skin added to the texture. This dish in our opinion was the king.The dessert was black bean pudding. The whole desert was a new explosion of tastes in our mouth. The bean pudding, in a beautiful shade of violet, was little hard and we could feel the texture in our mouth. This dessert was on the whole mild and sat very well after the heavy dinner.Talking about desserts, we could not resist and tasted some items from their regular buffet. The caramel pudding with its egg-butter fused flavours, was a hero and so were the dry cakes. We finished our dinner with coffee. Do try their cappuccino and latte. Our experience with coffee at five stars hasn’t been too great but the fantastic coffee was a pleasant surprise. The caffeine kick was bang on with just the necessary kick we needed for the long drive back home.","July 27, 2018"
"I really liked the hotel. Was here for 2 weeks on business trip. This hotel is made for people on business trips. Rooms are spacious with a separate work area. Bathrooms are provided with hot tubs.The distinction of this hotel compared to others is the courteous staff always smiling and greeting you. Also, the care taken by hotel to ensure that your stay is comfortable in every manner. In fact I got to order food of my choice outside the menu many times. Was also invited to hotel's monthly gala where staff interacts with you to get to know more of you; of course free drinks and food provided in gala :D.Overall loved the stay here. Nice location, fantastic facilities ( gym, swimming pool, restaurants etc) and a good staff.A warm thanks to the hotel staff for making my stay memorable. Keep up the good work.Special thanks to Mr Vaibhav Sharma, Sales Manager for being so nice and caring and making us part of Crowne Plaza family.RegardsChetan Goyal","July 27, 2018"
"Had a memorable time at Crowne plaza Noida however it was my first visit here, though expectations were quite not so big,but the front desk staff members proved me wrong by providing amazing service and hospitality which made a remarkable mark on my first stay in this property specially I like to thanks Mr.Vivek the manager on shift and Mr.Akash Malik at the hotel who assisted me well and made sure that I get comfortable room and amazing service till the last second in the hotel and how can I forget the courteous staff at the operator service who took care of my each single request whenever i need any assistance,would like to thank you all for such amazing hospitality which made my day much special and the memorable one,will definitely look forward for my next visit soon.RegardsShabbir Ahmed","July 27, 2018"
"I stayed for a short vacation with my spouse. The moment we entered in hotel , had a warm welcome by front desk staff. Room was spacious, very well maintained, absolutely clean laundry and a good view. We came down to restaurant to have dinner, enjoyed it. Food was very good. Top on that Mr Ratan Singh Bisht, manager over there was very helpful & customer friendly and made our evening.Metro station is nearby. Hotel is centrally located and most of the thingh are nearby. Would like to stay again.","July 24, 2018"
Very convenient location. Just off the Noida - Mayur Vihar road and close to Metro Station. Good conference room facility. The food is nice. May be the upkeep can be a little better. Overall good value for money.,"July 19, 2018"
I visited this hotel last week to enjoy the salon and spa services and to have a lunch as well.The place welcomed me with a smile. Manager and the emplooyes guided me well to the concerned area.Elle salon and spa impressed me with it services. Cleanliness and the dedication of the employees surprised me. I had a look at the gym as well as it was next to the salon. The gym was well equipped and was spacious.The cafe served me best of what they could. Every dish was worth the Penny.I will definitely visit this place again..,"July 18, 2018"
"I had a lovely stay at this hotel, surrounded by the smiles of all the employees.. not just the receptionists and the waiters, but EVERYONE! They were the most hospitable people who went the extra mile whenever I needed something. The hotel is spotless, rooms are very modern, spacious and quiet, my view of New Delhi was beautiful, the breakfast so varied and tasty (Nitin recommended the yummyest dishes and was very happy to help).I would recommend this hotel anytime, it made my trip to India just perfect!","July 18, 2018"
An excellent structure with a service worthy of the five stars. The staff is of a high standard and very professional. The restaurant offers very refined foods ranging from local to international tradition.,"July 13, 2018"
"Its a really very good and lovely Hotel in East Delhi, Staff was awesome and i loved the ambiance, the interior was very well designed, Coming to the rooms, they were simply Mind blowing, Beds were well made and comfortable, the outer view was also good. It also have a big swimming Pool were you can relax yourself in this summer. ","July 13, 2018"
Located at a very easy to reach location.15 min from south delhi (Via DND) and east delhi.Nice Ambiance.Ample parking available.look and feel of the Restaurant is awesome. But food is OK. Instead of buffet try Ala carte.,"July 11, 2018"
"Nice ambiancejust ok food, but good variety of deserts.valet parking availabletry to take the room located at the Akshardham-Greater Noida Road, that too of top floor. Awesome view from there.well connected from south delhi and east delhi.","July 11, 2018"
"Great hotel for a long (one month) business trip, conveniently located for work. The staff were very friendly and attentive and took the effort to get to know my preferences and cater for these. The service was exemplary.","July 10, 2018"
"I Love staying in this hotel as its very easy to commute, good transportation and not far from city centre.Quick check in & Check out process Good Breakfast buffet & Nice restaurant.I frequently stay in this hotel almost twice a month and i enjoy my stay.","July 2, 2018"
"Great Stay. Breakfast, Dinner menu was good. Location : it is not purely commercial locality nor too far to reach a metro train. Right from Check-in to Check-Out hospitality shown by each staff member is commendable.","June 28, 2018"
"We were travelling with Indian Photo Tours and they had booked us into this hotel before our tour was to start. It was lovely. Staff were friendly, rooms were clean and large and the staff were friendly and helpful. We didn't venture out as we were only there for the night, however we did use the pool and it was well maintained and the pool area was clean. There was some confusion about our dinner being included by our tour company however that was sorted out upon check-out. The breakfast and lunch buffets were delicious with a great variety of Indian food.The hotel seems to have been kept in good condition.","June 21, 2018"
"I keep visiting east Delhi quite frequently and have stayed in Crowne Plaza more than 10 times so far. Starting from checki-in to check-out it is a good experience. What I liked most is the personal touch of the staffs, be it in reception desk or in the restaurants and the promptness of the service. I have stayed in other hotels around this place. When I compare this with my stay in other hotels close by, I find Crowne Plaza offering best services.","June 20, 2018"
Courteous staff. Strategically located.Absolute comfort.Great Stay. Elaborate breakfast menu. Easy to get to and connect to the world.Lovely large room. Perfect Stay. Post check out too the lost property services are prompt.Restaurant staff Mr.Mohit made the eating experience sweeter and EA to GM Ms.Subhasini Agarwal was an absolute delight to talk to and deal with.A must visit & stay!!,"June 19, 2018"
"Large, well equipped modern rooms, all the amenities required. Superbly comfortable beds and very well appointed large bathrooms.Excellent breakfast with manager Narendra in constant attendance. Freshly baked on the premises pastries and breads of excellent quality. Very good porridge made to order, nothing too much trouble for the staff.Excellent gym with good range of modern equipment.","June 11, 2018"
"First class service, magnificent restaurant with a superb range of foods breakfast to evening meals ( Deepak you are a star!) Reception staff always helpful. Sunil, how do you do that with the towel? Made my first stay in Delhi very enjoyable.","June 11, 2018"
It’s a good hotel. The rooms are spacious compared to other same category hotels. Service could be better (comparing with other five stars). Nice bathrooms too but no water softener is a let down. Food is okay. ,"June 7, 2018"
"enjoying that place,my work done then come to hotel its availability is good for me very genuine staff for cooperative no word now for crown plaza is a fantastic place to stay with family or business trip also","June 6, 2018"
"Crowne plaza is one good hotel in Delhi..I was here for one day and was amazed with the services provided by them..their pool is lovely, the gymnasium and the steam room followed by a chilled shower was tempting..the view from my room was also good covering almost half the city.","June 5, 2018"
Great service and personal care by chef Diwasi have a great experience in infinity its good western cuisine restaurantvery nice pizza and past we had ever in our experiencethanks to chef to have nice food,"June 5, 2018"
Great service and personal care by chef Deepak. I travel a lot almost every week and for a avid traveller like me its absolutely necessaru to keep tab on food habits. Deeak always helped in maintaining that and taking care of food choices.Pankaj,"June 4, 2018"
"The stay was very comfortable with excellent room, food & other services. The staff is very courteous & response was very quick. Room service was quite impressive. Overall wonderful experience with Crown Plaza, Mayur vihar.","May 29, 2018"
"Vivek, Deepak , Narendra , Nitin & Team were excellent. The food served is prepared with care & thought, they can't do enough to make your stay a pleasureDay to day the range of Cuisine offered is great, the food is fresh & consistently of high standard I will be back :--)","May 29, 2018"
We are the Crystal Club members of this hotel In mayur vihar ...we were out with our friends on a Saturday night ....Had their voucher which we wanted to use ...The bartender insisted that we hand over the entire booklet to him and he will remove the valid coupons himself ... later on after coming back home I realized that very cleverly they had removed the free night stay Coupon from the booklet ..I reported this to the concerned authorities...spoken to sandeep the Crystal Club manager ...written mails ...spoke to the team in Bangalore..but in vain They have cheated us and have stopped taking calls....Disgusting ....not body should fall in this trap and buy their membership of the substandard hotel ...,"May 28, 2018"
"Excellent generosity, ambience... Deepak and Raja are extraordinary.. prepares too good south indian varieties either for breakfast or lunch or dinner.. Ask for these gentlemen if u vist and need south indian varieties to try or anything on your mind .... Nitin is also extraordinary and knows what i need.. I just wave my hand. He serves as quickly as possible..","May 25, 2018"
"Excellent hotel.. Service..staff.. Food.. Hotel front desk all were very decent and helpful... Do prefer this hotel only if you visit DelhiRooms are spacious,hygenic and quite goodStaff was very coperativeFood was very tastyOverall a very nice experience and a pleasant stay would recommend everyone those seeking a hotel in Delhi","May 24, 2018"
I am appreciated all the services inside the property specially the clean of the room it is faboules..Special thanks to Sunil for the good act and smile and help he did to me.Greetings and cheersHussam,"May 11, 2018"
The hotel is situated near mayur vihar extension so you are well connected with rest of delhi from metro 20 inr would.suffice to reach this hotel.The main attraction is very spacious rooms cozy bed &very nice ambience.In room dinning is very good however the.prices are on higher side i would suggest you people to reduce the prices of the menu.I could.not visit the pool situated at 2nd floor but for next time will surely go there.I really liked the.minute details in which hotel has thinked about the needs of guest. This hotel really deserves the 5 star rating.,"May 11, 2018"
"Never feel not in home. My 15 days staying in this hotel along with my family is an excellent experience, hospitality here is unprecedented. I could establish my son's schooling in a nearby school staying in this hotel after reaching here on transfer from Assam and I shall be indebted to all the staff working here, the way they helped and cooperated me. Chef Deepak is the best chef ever I have seen. His humble nature I shall never forget and would like to stay connected even after leaving Crowne Plaza. Mr. Narendra is an excellent manager.We never get bored in food during my long 15 days staying here. Chefs always try to change menu with always tasty items.Rooms are very comfortable, housekeeping is excellent. I found every thing good starting from food, rooms, swimming pool, Gym. For me, Crowne Plaza means the best Hotel in Delhi,","May 7, 2018"
"My first trip to Delhi and I felt at welcomed and at home here. From the moment I entered the secure hotel I was most welcomed and cared for. Checkin in was easy. F&B staff were so friendly. They even got me to try different Indian foods. All were quite delicious. My stay was unexpectedly extended and I didn’t feel well over the weekend. The hotel staff were very concerned although I was okay. The manager on duty came to my room with staff and found medicines for me and sent up a lovely and light meal. They continued to check on me throughout the entire rest of my week stay! Ive never had such attention.My housekeeper, Sunil cared for my room and even made me some animals. He was very responsive and so respectful. Asking me each day for time I would like service. Everything he did was with a genuine smile. He made me feel at home and attended to.I wish I could remember everyone to list such 5 star service. So Thank You to all the lovely staff at Crowne Plaza for a most pleasant stay!","May 3, 2018"
"Excellent food prepared under chef Deepak. He is world’s best chef. Courtesy of Narendra and Punit heart touching. Rooms are spacious and very well maintained. Bed and pillows very comfortable. I stayed for 15 days and every day I liked the food, never got bored. Keep up.","May 3, 2018"
"went for a lunch at thier buffet restaurant. they do have a lot of variety that is fruits, salads , starters etc. but i asked for a pizza to thier live counter and it took them 30 minutes to make it and the restaurant was pretty empty. they need to improve thier service.","May 1, 2018"
"Everything is available on one click, There is nothing in reply with No word . Nice Staff and ambiance. Health Club is well maintained with advanced machine , Mr Satya is great personality & Excellent Coach, Swimming Pool should have facility of pool side bar. In Bar Mr Kamalesh & Mr Ashish understands need of the movement.","April 29, 2018"
"Definitely a decent business hotel with all the usual whistles and bells, reasonable internet, good room service selection etc. The staff are courteous however its obvious this hotel runs on a 'script' basis which can be a little tiring. Although a comfortable stay I did find the constant interruptions at breakfast and at evening meals to be a little annoying, there are only so many times you can be asked 'how is your meal' and 'are you sure you wouldn't like any egg preparations'. If I were to give some advice, we all like attentive service but when it becomes intrusive it makes people feel self conscious, I just wanted to enjoy my book.Special thanks to Shama the Duty Manager who went the extra mile and finally got a response from my companies travel provider to provide bill back info which had been outstanding.","April 27, 2018"
"Recently stayed in this hotel as part of an India tour. The service from all staff was impeccable. The chefs were incredible suggesting foods to suit our palate and offering to cook something from scratch if we required. The room was very comfortable with a view across the city. Its not in a central location but taxis were always available at the door and reasonably priced. It is not easy to walk anywhere from this hotel so a taxi is the best mode of transport. Beware of the Tuctucs, a price agreed on entering is not necessarily what is paid when you alight!!","April 25, 2018"
"We stayed at the Crowne Plaza New Delhi Mayur Vihar for one night before leaving for the UK.We found the staff to be very pleasant and helpful, the food excellent and our room immaculate. Will definitely opt for it again.","April 24, 2018"
"Crowne Plaza Mayur Vihar, will make you feel at home! Be it hospitality, courtesy, food and best in all is the people around you. The rooms are awesome, well neat, clean, high quality built and an awesome buffet. Staff members like Narendar, Devendra, Nikhil, Ratan, Avinash, Nikhil, Shama.... there is a new guy who is very strong at rapport building - a young chap who has recently joined. The whole staff is awesome! I had a booking at Savoy Suites and just because of the hospitality I cancelled the booking at Savoy Suites and changed it to Crowne Plaza.","April 23, 2018"
"It’s was very nice experience I had... staff is amazing and they know what is the hospitality service... great service with great food... specially thanks to Mr. Nitin in coffee shop Service staff, Mr. Vaibhav At check in counter & Mr. Suresh and Mr. Gaurav in House Keeping Department!!Wishing all the great success and happiness to company and entire team!!Looking forward to seeing you soon!!Lots of love ","April 14, 2018"
"We went to this hotel to attend an product launch of OLX. The food served here was super duper SAD and waste.This was literally prepared for the sake of preparing. Otherwise this hotel claims to be 5 star but looking at the quality, they should look for a better cook and then serve food. Rest all amenities are good but if you don’t have a solid cook then you should convert your hotel into a luxury service apartments.","April 12, 2018"
Writing this review after staying for couple of weeks. Consistent quality of service. What differentiates this hotel from others is it’s people - from front desk to house keeping to restaurant. They go the extra mile to make you feel special and feel “at home”. Energetic team at restaurant - chef Deepak was phenomenal with his dishes and gives variety every single day! Others to mention in restaurant are Nithin and Akshay and takes special care of the guests. Will visit again!,"April 11, 2018"
"Excellent hotel best in class. Clean, higenic, polite staff. World class interiors and spa. The swimming pool is neat and tidy. Perfect for business location. Good restuarent. Excellent breakfast and dinner.","April 10, 2018"
"What a find! The Crowne Plaza Mayur Vihar was an excellent hotel to enjoy our first couple of days and subsequent last day of our golden triangle tour in Delhi relaxing - excellent pool area, well appointed Executive rooms, gym, restaurants and bar. Food was excellent, each member of staff without exception was extremely pleasant and helpful; from connecting our devices to the wifi, phoning our tour company on a couple of occasions, and ensuring we sampled various delicious Indian dishes in the restaurant - everyone went out of their way to ensure our stay was perfect. Drinks were a bit pricey - all the government taxes don't help but to be expected in a city hotel. We looked forward to returning to this hotel at the end of our tour - it was definitely our favourite - like coming home. Amazing staff, good location, would definitely recommend.","April 9, 2018"
Unfortunately once I had some query from Hotel so they just take the call and after listening me they disconnect call 5 times and when I asked to talk with duty manager the operator girl said duty manager is busy now call after some time when I call again she said the same thing .Some points that I realized about this hotel * duty manager enough busy they don't have Time for guest *hotel staff don't know that what is the hospitality *how to talk Someone specially Mr vhaibav * even they abuse in lobby front of guest *,"April 8, 2018"
"Our tour group stayed on here two occasions in March (at the beginning and end of our 2 week tour). The hotel lives up to it's Crowne Plaza reputation. The lobby is beautiful, the restaurant is airy and spacious and the hotel rooms are large, clean and comfortable. The front desk staff were very welcoming and helped us arrange a local taxi on our first day to tour around Delhi. The restaurant staff, although not super attentive, were polite and friendly, and gave us free dessert when we ordered off the menu for lunch and dinner! The housekeeping staff and bell boys were also very helpful and polite. The location is also very convenient, close to several attractions. I only wish we had time to use the outdoor pool, which we had a glimpse of from one of the rooms! I would definitely recommend this hotel!","April 7, 2018"
"This hotel makes me feel like home, so much of comfort and amazing services by the staff.. Few people I need to thank some people who made my stay to an extreme memorable level .. Chef shakti for making my food innovative and always making me impressed , Shama for handling my Internet problems , Medical issues means a lot .. Subhashini and Piyush for all the guest services from giving me wake up calls and keeping my tracks on IHG reward cards ... Ajay, Narendra, Puneet, Ratan, Akshay, Hoshiyar, Sanjay, Gokul for taking care of my morning breakfast and food preferences. Nitin you are complete entertainer thanks for the lovely gesture and fun in infinity lounge.. Devendra, Ajit , Avinash thanks for keeping my room demands up to the mark and handling my problems ..Thank you Crowne Plaza ","April 7, 2018"
"We stayed in an executive room on the 12th floor, the room was spacious and with everything you need, bat and shower, the internet was free and for a hotel was quite quick. we had massages in the spa which was also very good.we had access to the executive lounge on the 14th floor with views over the river, the free cocktails were a limited choice and there was a nice range of snacks chicken tika, poppadum's etc available.There is a large pool with seating and beds also free towels, the water is very cold though!The location is great for sightseeing, Askshardam temple 10 mins, India gate 20mins","April 7, 2018"
We have visisted the Crowne Plaza End of March and we were amazed with the response time of Hous Keeping for any of our needs. It was early morning where we needed to rush forbour work however the services were amazing. From the room to the bed comfort and product offered. The only feedback I had that I felt my checkin being dull rest all was superb making me again coming back on this Sunday.,"April 5, 2018"
"Great food, great service, great staff. Excellent breakfast choices and fresh food. Dinner buffet delicious. The Italian dishes were cooked the Italian way! Compliments to the chefs and the staff. Service with a personal touch. Thanks","March 31, 2018"
"The service here is very good, and the food is in par with any restaurant of this stature. A pleasant twenty day stay at this place was refreshing. The rooms are spacious and food is very hygienic. Overall, a nice place.","March 27, 2018"
